Year,AHRQ/CCS Condition Category,CCS Category Number,AHRQ Category,Volatility Level,NIPA Dollars,Uncontrolled Dollars,Number of Episodes,Per Capita Index,Medical Care Expenditure Index,Prevalence Index,Per Capita Dollars,Cost Per Case Dollars,Unweighted MEPS Patients,Share MEPS Spending,CCS Chapter Number,CCS Chapter,Chapter Spending (Billions),CCS Category,,Format,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,       GI/perit can,18,Cancer_AHRQ,moderate,404054480.2,308049054.9,102464.57,1,1,1,1.431992585,3943.357984,0,2.54241923,2,Neoplasms,60.18,Cancer of other GI organs; peritoneum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,       GI/perit can,18,Cancer_AHRQ,moderate,452162922.4,359342666,102092.2409,1.108043035,1.170765429,0.946426165,1.58670941,4428.964614,0,2.54241923,2,Neoplasms,65.89,Cancer of other GI organs; peritoneum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,       GI/perit can,18,Cancer_AHRQ,moderate,500572892.3,398401597.9,110275.7884,1.215345159,1.201696348,1.011357953,1.740365255,4539.281919,0,2.54241923,2,Neoplasms,71.1,Cancer of other GI organs; peritoneum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,       GI/perit can,18,Cancer_AHRQ,moderate,483502616,383124922.9,108360.2301,1.163853868,1.176046048,0.989632906,1.666630109,4461.993256,0,2.54241923,2,Neoplasms,75.42,Cancer of other GI organs; peritoneum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,       GI/perit can,18,Cancer_AHRQ,moderate,592626072.8,472274489.9,113193.6337,1.413386878,1.387798223,1.018438311,2.023959528,5235.507098,0,2.54241923,2,Neoplasms,83.27,Cancer of other GI organs; peritoneum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,       GI/perit can,18,Cancer_AHRQ,moderate,555223657.2,444567213,114252.2293,1.312034676,1.294275078,1.013721657,1.878823927,4859.630842,0,2.54241923,2,Neoplasms,87.25,Cancer of other GI organs; peritoneum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,       GI/perit can,18,Cancer_AHRQ,moderate,628914451.9,502291836.8,115566.2334,1.471909892,1.445702734,1.018127626,2.10776405,5442.026042,0,2.54241923,2,Neoplasms,93.61,Cancer of other GI organs; peritoneum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,       GI/perit can,18,Cancer_AHRQ,moderate,657538424,520410321.6,121418.9894,1.524334943,1.425650691,1.069220499,2.182836335,5415.449654,0,2.54241923,2,Neoplasms,98.67,Cancer of other GI organs; peritoneum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,       GI/perit can,18,Cancer_AHRQ,moderate,677468991,544240582.1,120900.6546,1.555753726,1.497325122,1.039021989,2.227827799,5603.517972,0,2.54241923,2,Neoplasms,101.79,Cancer of other GI organs; peritoneum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,       GI/perit can,18,Cancer_AHRQ,moderate,694903620.4,568149003.2,125093.2459,1.581862586,1.510713911,1.047096061,2.265215493,5555.085051,0,2.54241923,2,Neoplasms,106.92,Cancer of other GI organs; peritoneum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,       GI/perit can,18,Cancer_AHRQ,moderate,813374917,665254281.3,128866.3539,1.836125757,1.717125266,1.069302161,2.629318468,6311.771014,0,2.54241923,2,Neoplasms,110.18,Cancer of other GI organs; peritoneum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,       GI/perit can,18,Cancer_AHRQ,moderate,842853929.8,683399016,130559.7991,1.88853832,1.741079961,1.084693617,2.70437287,6455.692605,0,2.54241923,2,Neoplasms,117.76,Cancer of other GI organs; peritoneum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,       GI/perit can,18,Cancer_AHRQ,moderate,909391641.5,721638122.7,131497.7824,2.022473236,1.825386693,1.107969748,2.896166676,6915.642417,2,2.54241923,2,Neoplasms,122.26,Cancer of other GI organs; peritoneum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,       GI/perit can,18,Cancer_AHRQ,moderate,941376897.7,754275319.3,133461.9899,2.078998426,1.879862751,1.105930965,2.977110329,7053.520618,4.5,2.54241923,2,Neoplasms,121.82,Cancer of other GI organs; peritoneum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,       GI/perit can,18,Cancer_AHRQ,moderate,955617564.3,766062216.2,137404.1458,2.094823322,1.854462463,1.129612146,2.999771463,6954.794257,6.5,2.54241923,2,Neoplasms,128.96,Cancer of other GI organs; peritoneum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,       GI/perit can,18,Cancer_AHRQ,moderate,978553290,801850293.9,140051.7343,2.12950455,1.90440206,1.118201137,3.049434725,6987.084415,8,2.54241923,2,Neoplasms,135.84,Cancer of other GI organs; peritoneum,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,       Liver/ibd ca,16,Cancer_AHRQ,moderate,287629263.3,219287069.1,78425.24314,1,1,1,1.019374843,3667.559726,0,0.62784501,2,Neoplasms,60.18,Cancer of liver and intrahepatic bile duct,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,       Liver/ibd ca,16,Cancer_AHRQ,moderate,276158602,219468610.4,82612.29236,0.950664145,0.950102786,1.00059084,0.969083113,3342.827007,0,0.62784501,2,Neoplasms,65.89,Cancer of liver and intrahepatic bile duct,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,       Liver/ibd ca,16,Cancer_AHRQ,moderate,365873498,291195525.1,83039.49012,1.247872225,1.254130915,0.995009539,1.272049552,4406.018118,0,0.62784501,2,Neoplasms,71.1,Cancer of liver and intrahepatic bile duct,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,       Liver/ibd ca,16,Cancer_AHRQ,moderate,424484184.3,336359028.9,84507.40919,1.435383659,1.423479291,1.008362867,1.463193991,5023.041037,0,0.62784501,2,Neoplasms,75.42,Cancer of liver and intrahepatic bile duct,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,       Liver/ibd ca,16,Cancer_AHRQ,moderate,1111030057,885400048.4,88326.84944,3.722313663,3.585004066,1.038301099,3.794432904,12578.62206,0.5,0.62784501,2,Neoplasms,83.27,Cancer of liver and intrahepatic bile duct,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,       Liver/ibd ca,16,Cancer_AHRQ,moderate,1159159155,928137964.6,99979.49444,3.847931023,3.320048682,1.158998374,3.922484081,11593.96896,2,0.62784501,2,Neoplasms,87.25,Cancer of liver and intrahepatic bile duct,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,       Liver/ibd ca,16,Cancer_AHRQ,moderate,1167725070,932620913.1,100171.5009,3.839167951,3.329690138,1.153010578,3.913551225,11657.2584,2,0.62784501,2,Neoplasms,93.61,Cancer of liver and intrahepatic bile duct,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,       Liver/ibd ca,16,Cancer_AHRQ,moderate,1162416468,919997228.6,98901.40652,3.785540358,3.326801602,1.137891828,3.858884606,11753.2855,1,0.62784501,2,Neoplasms,98.67,Cancer of liver and intrahepatic bile duct,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,       Liver/ibd ca,16,Cancer_AHRQ,moderate,1055025000,847547899.5,95809.98554,3.403463027,3.16370753,1.075783079,3.469404587,11011.63928,1.5,0.62784501,2,Neoplasms,101.79,Cancer of liver and intrahepatic bile duct,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,       Liver/ibd ca,16,Cancer_AHRQ,moderate,1070528872,875257940.4,108345.3542,3.423335175,2.889140197,1.184897562,3.489661754,9880.708595,3,0.62784501,2,Neoplasms,106.92,Cancer of liver and intrahepatic bile duct,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,       Liver/ibd ca,16,Cancer_AHRQ,moderate,1072590666,877265228.6,109204.0466,3.40135936,2.87299609,1.183906714,3.467260162,9821.894873,2,0.62784501,2,Neoplasms,110.18,Cancer of liver and intrahepatic bile duct,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,       Liver/ibd ca,16,Cancer_AHRQ,moderate,1136253387,921291838.4,104514.5335,3.576477801,3.152560199,1.134467727,3.645771495,10871.72615,0.5,0.62784501,2,Neoplasms,117.76,Cancer of liver and intrahepatic bile duct,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,       Liver/ibd ca,16,Cancer_AHRQ,moderate,1152628834,914656425.1,108054.8383,3.601041797,3.027308098,1.189519428,3.670811415,10667.07287,0.5,0.62784501,2,Neoplasms,122.26,Cancer of liver and intrahepatic bile duct,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,       Liver/ibd ca,16,Cancer_AHRQ,moderate,838234381.8,671632698.4,105663.1281,2.600536492,2.273271037,1.143962356,2.650921477,7933.083155,0,0.62784501,2,Neoplasms,121.82,Cancer of liver and intrahepatic bile duct,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,       Liver/ibd ca,16,Cancer_AHRQ,moderate,944399643.3,757069470.8,108195.6954,2.908211241,2.502468397,1.162137051,2.964557376,8728.624919,0,0.62784501,2,Neoplasms,128.96,Cancer of liver and intrahepatic bile duct,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,       Liver/ibd ca,16,Cancer_AHRQ,moderate,1035647547,848634712.8,114075.1809,3.166014719,2.660556443,1.189982166,3.227355756,9078.640409,0,0.62784501,2,Neoplasms,135.84,Cancer of liver and intrahepatic bile duct,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,       Bone/ct cncr,21,Cancer_AHRQ,high,442838777.1,337618003.1,209952.8718,1,1,1,1.569446389,2109.229434,2,0.268158799,2,Neoplasms,60.18,Cancer of bone and connective tissue,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,       Bone/ct cncr,21,Cancer_AHRQ,high,506512540.9,402535364.5,202197.458,1.132520749,1.238011196,0.914790394,1.777430601,2505.039114,0.5,0.268158799,2,Neoplasms,65.89,Cancer of bone and connective tissue,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,       Bone/ct cncr,21,Cancer_AHRQ,high,529572309.7,421481981.2,198663.9333,1.173145449,1.319338408,0.889192221,1.841188889,2665.669106,1,0.268158799,2,Neoplasms,71.1,Cancer of bone and connective tissue,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,       Bone/ct cncr,21,Cancer_AHRQ,high,480221819.1,380525236.8,187323.3957,1.054716642,1.263245226,0.834926284,1.655321225,2563.597661,1.5,0.268158799,2,Neoplasms,75.42,Cancer of bone and connective tissue,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,       Bone/ct cncr,21,Cancer_AHRQ,high,557877842.4,444582993.5,186884.1043,1.213986052,1.479369651,0.820610353,1.905286025,2985.154058,1,0.268158799,2,Neoplasms,83.27,Cancer of bone and connective tissue,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,       Bone/ct cncr,21,Cancer_AHRQ,high,627574729.7,502498668.6,202729.9157,1.353122397,1.541392702,0.877857016,2.12365306,3095.619744,2.5,0.268158799,2,Neoplasms,87.25,Cancer of bone and connective tissue,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,       Bone/ct cncr,21,Cancer_AHRQ,high,707084492.6,564723497,218343.2237,1.509924549,1.608393698,0.938777956,2.36974563,3238.40823,3,0.268158799,2,Neoplasms,93.61,Cancer of bone and connective tissue,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,       Bone/ct cncr,21,Cancer_AHRQ,high,766347783.6,606527743.5,206280.61,1.620986726,1.828472725,0.886524969,2.544051764,3715.074255,1.5,0.268158799,2,Neoplasms,98.67,Cancer of bone and connective tissue,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,       Bone/ct cncr,21,Cancer_AHRQ,high,822141930.3,660462705.4,201606.2096,1.722632,2.037232601,0.84557453,2.703578572,4077.959364,2,0.268158799,2,Neoplasms,101.79,Cancer of bone and connective tissue,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,       Bone/ct cncr,21,Cancer_AHRQ,high,839568344.1,686426007.6,214300.8555,1.74379135,1.991893194,0.875444203,2.736787038,3917.708784,3.5,0.268158799,2,Neoplasms,106.92,Cancer of bone and connective tissue,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,       Bone/ct cncr,21,Cancer_AHRQ,high,842264789.2,688883127.9,217757.4331,1.734820625,1.967291802,0.881831878,2.722707965,3867.903736,4.5,0.268158799,2,Neoplasms,110.18,Cancer of bone and connective tissue,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,       Bone/ct cncr,21,Cancer_AHRQ,high,992739148.9,804928272.3,225220.0841,2.029564781,2.222523123,0.913180502,3.185293117,4407.862437,5.5,0.268158799,2,Neoplasms,117.76,Cancer of bone and connective tissue,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,       Bone/ct cncr,21,Cancer_AHRQ,high,991436874.9,786744250.2,199707.6558,2.011829521,2.449825136,0.821213519,3.157458577,4964.441001,3,0.268158799,2,Neoplasms,122.26,Cancer of bone and connective tissue,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,       Bone/ct cncr,21,Cancer_AHRQ,high,794066742.4,636243514.3,169914.3444,1.600080805,2.328571335,0.687151294,2.511241041,4673.335529,0,0.268158799,2,Neoplasms,121.82,Cancer of bone and connective tissue,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,       Bone/ct cncr,21,Cancer_AHRQ,high,871328713,698492817.4,173589.6173,1.742768037,2.502271455,0.696474411,2.735181003,5019.47482,0,0.268158799,2,Neoplasms,128.96,Cancer of bone and connective tissue,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,       Bone/ct cncr,21,Cancer_AHRQ,high,907832845,743900246.5,177732.5531,1.802578829,2.602818864,0.692548703,2.829050835,5107.859134,0,0.268158799,2,Neoplasms,135.84,Cancer of bone and connective tissue,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,       Thyroid cncr,36,Cancer_AHRQ,low,228115578.8,173914142.5,140228.3328,1,1,1,0.808454882,1626.743855,0.5,0.020319049,2,Neoplasms,60.18,Cancer of thyroid,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,       Thyroid cncr,36,Cancer_AHRQ,low,248913823.9,197816655.5,148124.4189,1.080427622,1.076805007,1.003364225,0.873476986,1680.437471,0,0.020319049,2,Neoplasms,65.89,Cancer of thyroid,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,       Thyroid cncr,36,Cancer_AHRQ,low,275622546.3,219365580,163519.1697,1.185310221,1.081684689,1.095800128,0.958269835,1685.567184,1,0.020319049,2,Neoplasms,71.1,Cancer of thyroid,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,       Thyroid cncr,36,Cancer_AHRQ,low,340778532,270031111.5,202235.4932,1.452970627,1.076607241,1.349582812,1.174661197,1685.057982,3,0.020319049,2,Neoplasms,75.42,Cancer of thyroid,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,       Thyroid cncr,36,Cancer_AHRQ,low,367217352.8,292642183.6,213949.8073,1.551273869,1.102874004,1.406573973,1.254134933,1716.371505,3,0.020319049,2,Neoplasms,83.27,Cancer of thyroid,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,       Thyroid cncr,36,Cancer_AHRQ,low,410400011,328607015.8,227307.3424,1.717788519,1.165639452,1.473687697,1.388754515,1805.485061,2,0.020319049,2,Neoplasms,87.25,Cancer of thyroid,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,       Thyroid cncr,36,Cancer_AHRQ,low,474148298.4,378685557.3,258298.6338,1.965571411,1.182108945,1.662766718,1.589075803,1835.659335,2.5,0.020319049,2,Neoplasms,93.61,Cancer of thyroid,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,       Thyroid cncr,36,Cancer_AHRQ,low,533265456.5,422054191.2,277239.5119,2.189715548,1.227478695,1.783913283,1.770286226,1923.482886,3.5,0.020319049,2,Neoplasms,98.67,Cancer of thyroid,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,       Thyroid cncr,36,Cancer_AHRQ,low,580757205.7,466547759.1,298962.7991,2.362278059,1.258287342,1.877375683,1.90979523,1942.573482,5,0.020319049,2,Neoplasms,101.79,Cancer of thyroid,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,       Thyroid cncr,36,Cancer_AHRQ,low,628016352.8,513462377.2,332149.1166,2.532212296,1.246454404,2.031532231,2.047179394,1890.766289,8.5,0.020319049,2,Neoplasms,106.92,Cancer of thyroid,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,       Thyroid cncr,36,Cancer_AHRQ,low,650014895.2,531643136.4,348550.1254,2.599081734,1.22986046,2.11331433,2.101240317,1864.910806,8,0.020319049,2,Neoplasms,110.18,Cancer of thyroid,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,       Thyroid cncr,36,Cancer_AHRQ,low,654684426.6,530828269.5,345203.7859,2.598307079,1.239879171,2.095613137,2.100614043,1896.515778,4.5,0.020319049,2,Neoplasms,117.76,Cancer of thyroid,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,       Thyroid cncr,36,Cancer_AHRQ,low,701744216.8,556861704.1,392879.0682,2.76436667,1.142850261,2.418835401,2.234865731,1786.158321,6.5,0.020319049,2,Neoplasms,122.26,Cancer of thyroid,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,       Thyroid cncr,36,Cancer_AHRQ,low,759964403.2,608919120.8,400962.1717,2.972821654,1.224495183,2.42779367,2.40339218,1895.351873,4.5,0.020319049,2,Neoplasms,121.82,Cancer of thyroid,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,       Thyroid cncr,36,Cancer_AHRQ,low,800999021.5,642113653.5,380640.503,3.11014218,1.36018436,2.286559286,2.51440963,2104.345216,0,0.020319049,2,Neoplasms,128.96,Cancer of thyroid,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,       Thyroid cncr,36,Cancer_AHRQ,low,840206790.4,688485817.6,404314.5588,3.238659266,1.373018818,2.358787239,2.618309896,2078.101746,0,0.020319049,2,Neoplasms,135.84,Cancer of thyroid,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,       Stomch cancr,13,Cancer_AHRQ,low,597074100.2,455206219.1,83155.26953,1,1,1,2.116065347,7180.231674,0.5,0.073882838,2,Neoplasms,60.18,Cancer of stomach,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,       Stomch cancr,13,Cancer_AHRQ,low,596995940,474444281.1,77774.09146,0.990021788,1.114376277,0.888408887,2.094950799,7676.025895,1.5,0.073882838,2,Neoplasms,65.89,Cancer of stomach,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,       Stomch cancr,13,Cancer_AHRQ,low,674710741.9,536996393.2,83223.49095,1.108566183,1.178710164,0.9404909,2.345798485,8107.215093,2.5,0.073882838,2,Neoplasms,71.1,Cancer of stomach,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,       Stomch cancr,13,Cancer_AHRQ,low,597121634.1,473156033.6,78564.74684,0.972689273,1.100166093,0.884129477,2.058274063,7600.376226,1.5,0.073882838,2,Neoplasms,75.42,Cancer of stomach,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,       Stomch cancr,13,Cancer_AHRQ,low,616312331.3,491150499.8,77646.48531,0.99470168,1.155511779,0.860832142,2.104853756,7937.414408,0.5,0.073882838,2,Neoplasms,83.27,Cancer of stomach,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,       Stomch cancr,13,Cancer_AHRQ,low,636169405.5,509380419.9,70995.08258,1.017329936,1.310676664,0.776186808,2.152736624,8960.753089,0,0.073882838,2,Neoplasms,87.25,Cancer of stomach,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,       Stomch cancr,13,Cancer_AHRQ,low,613720646.5,490157079.2,75316.70381,0.972013008,1.188845896,0.817610602,2.056843044,8148.533001,0.5,0.073882838,2,Neoplasms,93.61,Cancer of stomach,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,       Stomch cancr,13,Cancer_AHRQ,low,635501174.9,502968889.4,76832.95523,0.996982007,1.195845776,0.833704502,2.109679078,8271.205669,1,0.073882838,2,Neoplasms,98.67,Cancer of stomach,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,       Stomch cancr,13,Cancer_AHRQ,low,736623404.2,591761919.1,75823.23207,1.144744684,1.425693961,0.80293858,2.422354557,9715.009293,1,0.073882838,2,Neoplasms,101.79,Cancer of stomach,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,       Stomch cancr,13,Cancer_AHRQ,low,694165881.7,567545832.5,85767.88107,1.069348189,1.208809451,0.884629242,2.262810646,8093.541231,2,0.073882838,2,Neoplasms,106.92,Cancer of stomach,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,       Stomch cancr,13,Cancer_AHRQ,low,682764044.6,558428461.8,84590.73957,1.043023236,1.205941698,0.864903534,2.207105327,8071.380485,1.5,0.073882838,2,Neoplasms,110.18,Cancer of stomach,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,       Stomch cancr,13,Cancer_AHRQ,low,773260698.3,626971746.4,85624.17447,1.172495316,1.337621257,0.876552544,2.481076708,9030.868947,0.5,0.073882838,2,Neoplasms,117.76,Cancer of stomach,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,       Stomch cancr,13,Cancer_AHRQ,low,740582180.1,587681159.2,82330.54313,1.114594194,1.303954315,0.854780096,2.358554151,8995.230104,0.5,0.073882838,2,Neoplasms,122.26,Cancer of stomach,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,       Stomch cancr,13,Cancer_AHRQ,low,736089300,589789268.4,77592.23722,1.100101667,1.388545709,0.792268962,2.327887017,9486.635859,0,0.073882838,2,Neoplasms,121.82,Cancer of stomach,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,       Stomch cancr,13,Cancer_AHRQ,low,721659756.6,578512046.1,76588.27677,1.070551238,1.379849426,0.775846421,2.265356377,9422.587726,0,0.073882838,2,Neoplasms,128.96,Cancer of stomach,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,       Stomch cancr,13,Cancer_AHRQ,low,789738677.3,647131022,80237.58404,1.163025382,1.473316201,0.789392923,2.461037708,9842.503196,0,0.073882838,2,Neoplasms,135.84,Cancer of stomach,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,       Esoph cancer,12,Cancer_AHRQ,high,356161606.9,271535774.9,62969.55319,1,1,1,1.262257455,5656.092331,0,0.105668833,2,Neoplasms,60.18,Cancer of esophagus,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,       Esoph cancer,12,Cancer_AHRQ,high,426563045.2,338997945.8,59848.42497,1.185871779,1.313553895,0.902796439,1.496875494,7127.389658,0.5,0.105668833,2,Neoplasms,65.89,Cancer of esophagus,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,       Esoph cancer,12,Cancer_AHRQ,high,432724365.7,344401547.4,60147.16339,1.191890841,1.327863702,0.897600288,1.5044731,7194.426823,0.5,0.105668833,2,Neoplasms,71.1,Cancer of esophagus,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,       Esoph cancer,12,Cancer_AHRQ,high,435097994.2,344769355.8,59794.38704,1.188172597,1.337124341,0.888602922,1.499779719,7276.569185,0,0.105668833,2,Neoplasms,75.42,Cancer of esophagus,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,       Esoph cancer,12,Cancer_AHRQ,high,491804910.6,391928273.1,62660.13497,1.33065658,1.450503642,0.917375553,1.679631188,7848.768772,0,0.105668833,2,Neoplasms,83.27,Cancer of esophagus,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,       Esoph cancer,12,Cancer_AHRQ,high,515224911.4,412540243.9,62390.83388,1.381233264,1.5333775,0.900778356,1.743471985,8258.022524,0,0.105668833,2,Neoplasms,87.25,Cancer of esophagus,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,       Esoph cancer,12,Cancer_AHRQ,high,602788274.2,481425778.2,64375.74319,1.600469011,1.734245758,0.922861713,2.020203941,9363.593246,0,0.105668833,2,Neoplasms,93.61,Cancer of esophagus,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,       Esoph cancer,12,Cancer_AHRQ,high,582455977.1,460986143.6,64982.07307,1.531846328,1.645121071,0.931145042,1.933584448,8963.333263,0,0.105668833,2,Neoplasms,98.67,Cancer of esophagus,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
